"","x"
"1934","Klik code ini biar mantull HEND4WJ7OM"
"1935","Good"
"1936","Gak bisa login. Mandek aja prosesnya"
"1937","Aku suka fasilitas nya, tidak pernah meleset dari apa yg di deskripsikan... Promo nya apalagi... Tanpa perlu jadi member... Cukup keberuntungan, hehehehe"
"1938","bingung di ambon jarang dapat promo"
"1939","Mantap"
"1940","Mantap"
"1941","Bersih end bagus"
"1942","Pemesanan yg cepat bayar nya nanti saat chek in"
"1943","Aplikasi pemesanan penginapan jelek,uang masuk dibatalin g bisa refund,nyesal instal aplikasi ini"
"1944","Wah aplikasi ini ribet, sudah bayar tp d hotel status belum terbayar, jagan instal rugi bgt"
"1945","Sangat membantu"
"1946","Belum ada history nama pemesan. Jadi agak repot harus tulis nama ulang misal terjadi kesalahan tulis nama tamu. But overall is good & easy"
"1947","Mantap"
"1948","Kayak nya bagus ini tapi blm tau juga blm pernah pakai oyo Masi mau coba"
"1949","Hebat"
"1950","Good"
"1951","Mantap"
"1952","Cepat nyaman"
"1953","Sangat baik dan saya suka"
"1954","Jelek sekali pelayanannya untuk customer service Mba Novi. Pertama nelpon dilayanin kurang puas. Di telpon lagi, dimatiin langsung, di telpon lagi.. baru mau ajukan pertanyaan, langsung di matiin. PasNelpon lagi.. mba Novi.. pura-pura tuli..padahal sinyal masih bagus. .. langsung di matiin. Nggak so...Ulasan LengkapJelek sekali pelayanannya untuk customer service Mba Novi. Pertama nelpon dilayanin kurang puas. Di telpon lagi, dimatiin langsung, di telpon lagi.. baru mau ajukan pertanyaan, langsung di matiin. PasNelpon lagi.. mba Novi.. pura-pura tuli..padahal sinyal masih bagus. .. langsung di matiin. Nggak sopan sekali.. Pelayanan terburuk menurut saya untuk seorang customer service. Mba novi nggak sabaran, trus... jutek lagi... Jangan mentingin uang mulu mba novi jutek. Mikirin juga kepusaan tamu."
"1955","oyo mmbantu qta mncari hotel/penginapan yang murah,bersih nyaman n berkualiatas.. thanks deh tuk oyo..yg sllu ada untuk qta.... mantap.. playanan hotel/wisma berlambang oyo..pasti mantap n memuaskan.."
"1956","Pelayanan baik serta kualitas lengkap"
"1957","Sangat membantu untuk mencari penginapan"
"1958","belum coba baru mau coba, semoga bagus"
"1959","Meskipun harga murah bisa bayar dihotel"
"1960","Mudah"
"1961","Mantap"
"1962","Aplikasi oyo yang sangat baik dan memuaskan"
"1963","Sip, kedepannya diperbaiki lagi!!!"
"1964","Gilaaa nihh alpiksi , sedikit cerita nihh jauh jauh dr tuban ke malang ada acara yang harus nginep ehh pesen oyo kan yanh katanya murah , emang sihh murah nya bgt drpada yang lain , stelah cekout blm bayar dan mlm2 kehujanan mau chek in bayar di lokasi muter nyari lokasinya ya bener sii alamatnya be...Ulasan LengkapGilaaa nihh alpiksi , sedikit cerita nihh jauh jauh dr tuban ke malang ada acara yang harus nginep ehh pesen oyo kan yanh katanya murah , emang sihh murah nya bgt drpada yang lain , stelah cekout blm bayar dan mlm2 kehujanan mau chek in bayar di lokasi muter nyari lokasinya ya bener sii alamatnya betul tapiii msaa ada penginapan di Ruko kan ya ngak yakin banget , lain kali hati2 ya klo pesan di oyo jangan bayr dulu cek tempat dulu siapa tau ada yang seperti saya , setelah di cek tempat ngak ada"
"1965","Mantap"
"1966","Best"
"1967","👍👍👍👍👍"
"1968","keren"
"1969","Great"
"1970","Good"
"1971","Pemesanan ga bikin pusing"
"1972","""RADIVRLLJB"" masukin aja anjing"
"1973","Memuaskan"
"1974","Nyaman,bersih ramah, recommended"
"1975","DENN6NQEBJ biar dapet gratis"
"1976","Cepat"
"1977","Kamarnya sangat bagus dan nyaman,cocok banget untuk kalian yg mempunyai selera tinggi"
"1978","Ok"
"1979","Hotel di bawah naungan OYO mmg membuat nyaman is the best deh"
"1980","Banyak diskonya"
"1981","siip"
"1982","Bagus"
"1983","Murah dan Mudah"
"1984","Mudah digunakan"
"1985","Bagus"
"1986","Murah nyaman.."
"1987","OYO ayo traveling siip deh"
"1988","Murah"
"1989","ABDUAKJ7Q3 masukin referal gue ya supaya anda dapat bonus"
"1990","Sangat bagus"
"1991","Mantap sekali bisa buat boking dengan mudah dan harga terbaik......ditingkatkan lg"
"1992","LEBIH MURAH REDDOORS dibanding OYO, Gak percaya ??? coba aja tes ! hahahahahahaha Gua kemana mana pasti pake reddoors, kenapa?? 1. lebih murah ""Pastinya"" 2. lebih deket dr situ berada 3. lebih bagus, karena bekas² hotel bintang jatohin harga buat reddoors. 4. Fasilitas Lengkap - Couple bisa - food a...Ulasan LengkapLEBIH MURAH REDDOORS dibanding OYO, Gak percaya ??? coba aja tes ! hahahahahahaha Gua kemana mana pasti pake reddoors, kenapa?? 1. lebih murah ""Pastinya"" 2. lebih deket dr situ berada 3. lebih bagus, karena bekas² hotel bintang jatohin harga buat reddoors. 4. Fasilitas Lengkap - Couple bisa - food ada - air panas/dingin ada - yg nyediain cewek juga ada (harus tanya sama penjaganya) - bersih,wangi, tv pasti luar, smooking room ada lengkap banget pake reddoors deh, lebih recomend pakai re"
"1993","Parah harga naik terus malas lagi di oyo"
"1994","masih ok"
"1995","Mantappp"
"1996","Mantep tmpt nya"
"1997","Mantap"
"1998","Sulit masuk ke sistem"
"1999","Hunian yg nyaman untuk keluarga"
"2000","Mantull"
"2001","ok punya"
"2002","Membantu skali"
"2003","Good"
"2004","Good"
"2005","Aplikasi nipu"
"2006","kemana oyokamarbaru99?"
"2007","Best aplikasi"
"2008","OK"
"2009","Good"
"2010","AFIFRONL42 invite dapet poiin OYO 50k"
"2011","Masukin kode : RYANXBNYV5 nanti kalian langsung dapet voucher 150rb dari OYO"
"2012","good"
"2013","Saya tidak bisa masuk akun saya.. mohon di bantu, knp tidak di respon?"
"2014","Good hotels... Tau pa yg dbutuhkn zaman... 👍"
"2015","Mudah"
"2016","Bagus"
"2017","Sangat memuaskan! Recomended bgt.."
"2018","Mantaf.."
"2019","Recomend"
"2020","Bismillah"
"2021","Bagus saya suka"
"2022","Good"
"2023","Baik sangat baik"
"2024","Good"
"2025","Baik"
"2026","Cepat"
"2027","Mantap oyo"
"2028","Tolong dong tampilan halaman utamanya jangan di tutup' sama pesanan mendatang. Mau liat informasi lainnya jadi tertutup semuanya"
"2029","bersih pelayanan cepat keren"
"2030","bagus"
"2031","Sangat baik"
"2032","Mudah dan mantaf"
"2033","Niceee"
"2034","Bgs"
"2035","ok banget"
"2036","JELAS JELAS ALAMAT YG SAMA DI KTP BISA DIPAKE KALO GADA BUKU NIKAH, INI UDAH JAUH JAUH GABISA MASUK DENGAN ALASAN MUKA SUAMI SAYA BEDA SAMA YANG DI KTP. HEI! ITU KTP BUAT 2012 SKRNG 2019 WAJAR KALO BERUBAH MAKIN TUA. BIKIN ORANG TERLANTAR ! BENER BENER KECEWA!"
"2037","Ok"
"2038","kenapa tidak bisa log in pakai nomor lain"
"2039","Saya pesan lewat aplikasi bayar lewat atm BRI saldo terpotong tapi pesanan malah terbatalkan, jadinya saya pesan manual dan saldo saya tunggu 1 x 24 jam gak masuk"
"2040","Sangat bagus"
"2041","Ntaps"
"2042","RAHM92G9JV dapatkan poin 100rb"
"2043","Good Apk...."
"2044","Bagus"
"2045","Baguz"
"2046","Bagus"
"2047","Memuaskan"
"2048","Ok"
"2049","Ok promosinya luar biasa"
"2050","Masukan kode undangan ini ABDIXDXREK supaya dapat membantu satu sama lain"
"2051","cepat"
"2052","ANDRWOOQL2 ayo invite kode ketika daftar dapatkan kupon 50rb gratis"
"2053","👍👍"
"2054","Semoga sukses selalalu"
"2055","Nice"
"2056","Hebat"
"2057","The best👌"
"2058","pelayanan cs yang sangat buruk !! judes ga ngreson baik tamu yang datang !!!"
"2059","puas"
"2060","Bagus"
"2061","mantap"
"2062","bagusss"
"2063","Sangat membantu dan pelayanan di semua tempat nyaman dan ramah"
"2064","Ok"
"2065","Bagus"
"2066","Semoga aplikasi ini membawa keberuntungan"
"2067","👍👍👍"
"2068","Mantab"
"2069","Bagus kali apa lai kalo masukin ini ANJANX9RK4"
"2070","Good"
"2071","Wao sangat membatuh"
"2072","FITRAQOWQ yuk invite"
"2073","masukan koderefferal: B A M B R O L N R Q . aplikasi yang sangat membantu sekali,saya suka semoga saya bisa mendapatkan hadiah yang di adakan oleh pihak aplikasi ,bismillah semoga beruntung saya,langsung masukan ( BQMBROLNRQ ) saling berbagi rezeki,mencoba keberuntungan untuk mendapatkan hp gratis."
"2074","Lengkap diseluruh destinasi wisata"
"2075","Mantap"
"2076","Kalo di coba dapet untung saya kasih 5bintang, Kalo rugi saya kasih 5kontl😒"
"2077","Mantap"
"2078","Aplikasi ini sangat membantu saya mendapat ribuan saldo ovo dari APK ini dengan menggunakan reff:REVAKWBBVE"
"2079","Bagus dan lumayan utk istirahat yg bepergian jauh"
"2080","Masi bingung sama penggunaan oyopoint saya udah ajak temen saya pakai oyo"
"2081","Kecewa berat room di hotel harapan indah bdg Kmr mandi kumuh, air panas ga ada, remot ac, tv ga ada, lantai kotor, ga dptvair minum, sprei berdebu, bau, nginap tgl 2 okt 2019"
"2082","Saya kehilangan tas 👜yg saya titip di hotel mana tanggung jawab hotel uno surabaya dan oyo pun tidak ada etika baik"
"2083","Luar biasa"
"2084","mantap"
"2085","Mudah dan praktis"
"2086","Boleh d coba"
"2087","Sangat memuaskan dan membantuh"
"2088","Mantap"
"2089","MAKASIH OYO"
"2090","Masukkan kode : DIANWESM3 untuk mendapatkan voucher hotel hingga 250000. Happy Holiday!"
"2091","Ok"
"2092","Oke mantap"
"2093","Bagus banget, baru masuk Indonesia sdh menarik perhatian hotel murah kualitas baik"
"2094","Hebat"
"2095","Kok setiap habis daftar masukin kode dari sms dia langsung keluar sendiri?"
"2096","Mantul"
"2097","Terbaik"
"2098","Saya kecewa dengan oyyo tgl 02 nov 2019 kemarin saya booking di oyyo untuk menginap di jardin apartement cihampelas karena ada penawarn dari 600 jadi 435 masih tersisa 3kamar saya trf pembayaran berhasil.2 jam kemudian saya chekin ke jardin tapi tiba2 orang jardin bilang kalau kamar sudah full book ...Ulasan LengkapSaya kecewa dengan oyyo tgl 02 nov 2019 kemarin saya booking di oyyo untuk menginap di jardin apartement cihampelas karena ada penawarn dari 600 jadi 435 masih tersisa 3kamar saya trf pembayaran berhasil.2 jam kemudian saya chekin ke jardin tapi tiba2 orang jardin bilang kalau kamar sudah full book dari sore pas saya chek aplikasi hotel saya sudah berubah ke sukaraja residence dengan rate yang lebih murah hanya 235.000 terus saya complain mengenai refund sisa uang saya tapi gada kejelasan.."
"2099","Mantap murah.hehe"
"2100","Good"
"2101","Bagus cuma tv nya aja blum tv cabel masih analok"
"2102","ELIER2VQ .ini code saya.silahkan."
"2103","Ok"
"2104","👍"
"2105","Bagus dan murah"
"2106","Mudah cepet murah"
"2107","Buat top up adain dong pulsa atau apa gtu"
"2108","Sangat puas dengan pelayanannye"
"2109","Saya sudah bayar melalu m banking tetapi kenapa blm terbayar?"
"2110","Aplikasi oyo saya tidak bisa pakai bahasa Indonesia kenapa ya"
"2111","Murah n nyaman"
"2112","I gotta bad experience when am so comfort used this app! Booked and transfer for a room on 1st November. But when am in hotel i must pay at hotel cause the hotel NOT COOPERATE with oyo anymore from 31th october! Receptionist said that oyo's customer service will call me for refund! BUT CUSTOMER SERV...Ulasan LengkapI gotta bad experience when am so comfort used this app! Booked and transfer for a room on 1st November. But when am in hotel i must pay at hotel cause the hotel NOT COOPERATE with oyo anymore from 31th october! Receptionist said that oyo's customer service will call me for refund! BUT CUSTOMER SERVICE NOT CALL ME. I've called oyo's Customer Service and no one Customer service numbers are active! This is very disappointing! REALLY REALLY BAD!!! Why this app bcome so bad????!!!!!"
"2113","Mantap"
"2114","Udah tf Sampek hotel disuruh bayar di hotel kata hotelnya udah nggak kerjasama sama oyo. Dari tanggal 31 tp booking dan tf tanggal 1 untuk tanggal 2. Resepsionis bilang CS OYO akan telpon untuk masalah refund tapi sampai sekarang nggak telpon nomer CS OYO dua""nya nggak aktif. Tolong kejelasannya unt...Ulasan LengkapUdah tf Sampek hotel disuruh bayar di hotel kata hotelnya udah nggak kerjasama sama oyo. Dari tanggal 31 tp booking dan tf tanggal 1 untuk tanggal 2. Resepsionis bilang CS OYO akan telpon untuk masalah refund tapi sampai sekarang nggak telpon nomer CS OYO dua""nya nggak aktif. Tolong kejelasannya untuk refund!!!!!"
"2115","Refund dong uang saya"
"2116","Kode voucher udah expired tetap aja masih dipasang promonya goblok"
"2117","Baik"
"2118","Keren dan murah"
"2119","Keren"
"2120","Keren"
"2121","Maap ya saya kasi bintang 2 Kamarnya tdk di bersihkan terlebih dahulu, masi ada sampah permen yg berserakn"
"2122","Good"
"2123","👍"
"2124","Ini gimana call centre nggak aktif dua""nya. Saya pesan lewat oyo pas sampai di hotel Saya di suruh pay at hotel karena hotel sudah tidak bekerjasama dengan oyo. Dan resepsionis bilang ke saya kalo bakal ada call centre dari oyo yg telpon untuk refund. Tp sampai hari ini tidak ada telpon dan call cen...Ulasan LengkapIni gimana call centre nggak aktif dua""nya. Saya pesan lewat oyo pas sampai di hotel Saya di suruh pay at hotel karena hotel sudah tidak bekerjasama dengan oyo. Dan resepsionis bilang ke saya kalo bakal ada call centre dari oyo yg telpon untuk refund. Tp sampai hari ini tidak ada telpon dan call centre nggak aktif! TOLONG KEJELASANNYA DAN TANGGUNG JAWABNYA! Kenapa makin kesini malah makin parah. Akhir bulan lalu juga server resepsionis down banyak double booking juga!!!!"
"2125","Mntap"
"2126","Layanan aplikasi ini sngat2 buruk, sya bru skali pkai lngsung kna zonk, pengalaman sya baru2 ini; boking hotel sudah , pembayaran sudah clear, kode boking pun sudah msuk lwat sms, naasnya pas cek in di hotel ternyata hotelnya sudah tdk krjasama dgn oyo sjak 2 bln lalu krena invoice hotel dari oyo td...Ulasan LengkapLayanan aplikasi ini sngat2 buruk, sya bru skali pkai lngsung kna zonk, pengalaman sya baru2 ini; boking hotel sudah , pembayaran sudah clear, kode boking pun sudah msuk lwat sms, naasnya pas cek in di hotel ternyata hotelnya sudah tdk krjasama dgn oyo sjak 2 bln lalu krena invoice hotel dari oyo tdk dibayar, recepcionist mnyarankn hub cp OYO utk refund stlh sy telp trnyta dia nyuruh hub call center OYO, stlh sy hub call center dsruh bkin email kronologi dan mlalui prsedur yg rumit sekali"
"2127","Good job"
"2128","Good"
"2129","Fasilitas lengkap,booking mudah dan cepat"
"2130","Nyaman,dan bersih pelayanan yg ok"
"2131","Very good job!"
"2132","Kenapa Saya Download Apk ini nggk bisa Ya?"
"2133","Nyaman"
"2134","Mantap"
"2135","Sangat memuaskan OYO"
"2136","Mudah, bisa lihat jarak destinadi yg akan kita tuju..."
"2137","ok"
"2138","Membantu"
"2139","Promo nya tidak ada lagi sama saya sekali pakek aja"
"2140","aman cukup bagus"
"2141","Iya"
"2142","Pelayanan sangat payah. Tidak ada plang oyo di depan penginapan tutup. Di terfon di angkat tapi ga ada suara. Padahal sy sudah sangat butuh istirahat"
"2143","Top"
"2144","hotel gajelas harga brubah brubah. sekalinya nyoba chekin udh bayar via m banking tinggal check in doang tiba2 sold!! trs CS gabisa refund harus di oper ke oyo yang kosong , lain kali sistemnya di perbaiki dong!! menyusahkan coustemer kalo kaya gini harusnya klo emng sold ya sold aja gaush di ada2in"
"2145","Mantap"
"2146","OYO 687 Residence Hotel Medan. Ketika listrik mati tidak ada mesin Genset. Sangat buruk fasilitas nya. Jgn cb2 book dsn."
"2147","Tidak recommended di online buka prmbayaran mbanking...nyampe tempat ..tempat renovasi..uang tidak ada kembali"
"2148","Bagus"
"2149","Ok"
"2150","Sangat bagus"
"2151","Bagus kamarnya"
"2152","Good"
"2153","VERY VERY BAD"
"2154","Dear OYO, sy harap proses refund bisa cepet ya kali musti nunggu 15hari sampe 45hari kerja kita booking lgsg bayar eh sampe di property udh ga kerja sama tp masih aja tu rooms di jual di aplikasi wkwk 150rb aja pdhl tp refundnya yallah wkwk nelpon buang2 pulsa bnyk email balesannya lama pula prusaha...Ulasan LengkapDear OYO, sy harap proses refund bisa cepet ya kali musti nunggu 15hari sampe 45hari kerja kita booking lgsg bayar eh sampe di property udh ga kerja sama tp masih aja tu rooms di jual di aplikasi wkwk 150rb aja pdhl tp refundnya yallah wkwk nelpon buang2 pulsa bnyk email balesannya lama pula prusahaan besar lohh duh, semoga oyo bisa lebih baik lagi"
"2155","JANGAN KE APLIKASI INI .. UANG SAYA TIDAK BALIK .. DI CANCEL .. SAYA IKHLASIN , JANGAN HARAP BERKAH.. GA AKAN LAMA BANGKRUT AMIN"
"2156","Dengan oyo mudah mendapatkan persinggahan"
"2157","Pertama kali pakai sudah sangat membantu"
"2158","Bersih,pelayanan baik,kamar cukup luas, lokai dekat dg pusat perbelanjaan"
"2159","Mantap"
"2160","Baik"
"2161","ok"
"2162","Pemesanan mudah,pelayanan ramah,puas pokoke.pertahankan"
"2163","Ok"
"2164","Pesannya mudah"
"2165","Saya kecewa pemesanan saya sudah sy bayar lwt m baking trnyata status d aplikasi msh hrz dbayar .. trz sy telp cs dia hny bilang tim saya kan segera menghubungi dan dana ibu akan d kembalikan .. nyatanya mana g ada yg telp udh 3 hr ini dan uang saya tidak kembali .. udh uang hilang nginap pun g jadi"
"2166","Bisa dapat harga hotel murah"
"2167","Pke kede ini biar langsung dapat 250k DECC3YR5B"
"2168","Apik"
"2169","Mantap bersaing semakin gencar banyak oitlet nya kerennnn"
"2170","Seeppp Mantaffttt"
"2171","Top"
"2172","Mudah dan variatif utk harga nya"
"2173","Mantab"
"2174","Sangat memuaskan"
"2175","Terimakasih untuk pengalaman menginap yg luar biasa dengan harga yg terjangkau."
"2176","Mantap"
"2177","Saya coba minta verifikasi kode OTP lamanya minta ampun.. ngulang2 tidak dikirim2.!!!"
"2178","Aplikasi penipu.. Suda hampir 2 bulan uang tdk di refund... Kebanyakan alasan customer. Aplikasi ini aplikasi haram.... Bahaya.. Yg mau pesan hotel jgn pake Aplikasi ini . Aplikasi pemakan uang haram... Hilang uang kalian.. Kasian mereka kemakan HARAM"
"2179","Mencoba dulu"
"2180","mantap"
"2181","Good.."
"2182","Ayo yg belum nyoba aplikasi oyo nya mumpung banyak discon jangan sampe ketinggalan kode reveral buat kalian biar dpt kode promo LUKMADQBD3"
"2183","Bagus dan murah"
"2184","Bersi ..pelayanan ramah ..tempat nyaman ok bener pokoknya .oyo barat residence medan"
"2185","udah pesen, udah bayar transfer. sampe hotel kamar penuh. refund gak bisa. bad ! not recommended !"
"2186","Keren"
"2187","bsok jam 11 boking mudah""n nyaman prtma kli mau psan is the best"
"2188","Oke"
"2189","Mantaf"
"2190","Bagus hotelnya nyaman dan bersih"
"2191","Cara penggunaan oyo point bagaimana, mohon arahannya🙏 nnti dikasih bintang 5 kalo sudah bisa terpakai oyo pointnya"
"2192","Mantaplah, ada rupa ada harga. Simple. Tp sayang gak banyak dipinggir jalan raya"
"2193","Pesan 2 kamar di hotel yg sama namun beda wkt pemesanan. Yg pertama sukses, smpe ada kode sms dri pihak oyo. Yang kedua malah muncul sms dicancel. Padahal gak ngerasa ngecancel. Aneh, pelayanannya buruk. Ngehubugin cs untuk minta kejelasan susahnya setengah mati. Alhasil gak bisa direfund! Payah gak...Ulasan LengkapPesan 2 kamar di hotel yg sama namun beda wkt pemesanan. Yg pertama sukses, smpe ada kode sms dri pihak oyo. Yang kedua malah muncul sms dicancel. Padahal gak ngerasa ngecancel. Aneh, pelayanannya buruk. Ngehubugin cs untuk minta kejelasan susahnya setengah mati. Alhasil gak bisa direfund! Payah gak lagi² pake oyo."
"2194","Bagus"
"2195","mantap diskon nya"
"2196","Dapat promo murah,kamar hotel bagus sesuai rating"
"2197","Mantap"
"2198","Ajib"
"2199","Mantap"
"2200","Cara gampang cari penginapan..ya oyo solusinya"
"2201","Cepat terlayani"
"2202","Saya cmn mau komplain aja. Terkait pelayanan CS nya yg tidak memberikan solusi saat komplain terkait pemesanan yg tiba2 di cancel padahal sudah transfer di salah satu gerai. Dan pembayaran pun dilakukan sesuai SOP dan waktu yg di tetapkan tp justru booking malah dicancel padahal pemesan u. Malam har...Ulasan LengkapSaya cmn mau komplain aja. Terkait pelayanan CS nya yg tidak memberikan solusi saat komplain terkait pemesanan yg tiba2 di cancel padahal sudah transfer di salah satu gerai. Dan pembayaran pun dilakukan sesuai SOP dan waktu yg di tetapkan tp justru booking malah dicancel padahal pemesan u. Malam hari itu."
