"","x"
"244","Ok"
"245","PARAAAHHH!!! GUE UDH BAYAR DI ALFAMART PAS SAMPE HOTEL PESENAN GUE BELOM ADA TERUS GUE GA BISA CEK IN!! DITUNGGU SETENGAH JAM GA MUNCUL"" PESANAN NYA!! APLIKASI APAAN INI!! NAJONGGGGG"
"246","Cepat dan menyenangkan"
"247","Agoda..tetap termurah..termudah. top"
"248","Sangat membantu sekaliii, terima kasih"
"249","Hati hati pas lemot balik ke tanggal hari ini, rugi dah gak dapat refund"
"250","Mantap"
"251","Tolong pihak agoda saya audah trf sesuai yang tertera tetapi pas setelah trf saya buka aplikasi malah ada perubahan harga dan pesanan yang nilainya sudah saya trf tidak tertera di aplikasi dan saya juga tidak tau no id pesanannya, gimana ini pihak agoda, saya memesan atas nama saya sendiri dengan na...Ulasan LengkapTolong pihak agoda saya audah trf sesuai yang tertera tetapi pas setelah trf saya buka aplikasi malah ada perubahan harga dan pesanan yang nilainya sudah saya trf tidak tertera di aplikasi dan saya juga tidak tau no id pesanannya, gimana ini pihak agoda, saya memesan atas nama saya sendiri dengan nama tau yang berbeda, saya juga punya bukti email 2x nya masuk tiba tiba setelah durasi saya transfer uangnya"
"252","Ok"
"253","Masuk sulit minta ampun sesulit masuk lubang jarum!!!!😪😪😪"
"254","Mudah"
"255","Good"
"256","Pesan hotel cepat dan harga lebih murah dari yg lain. Tpi ketika masukkan payment via cc, input nomot cc, exp date dan cvv...otomatis langsung. Tanpa ada konfirmasi (biasanya dikirim otp) ke nmr HP saya. Agak bahaya yah... Khawatir kalau ada seorang yg tau nomor kartu dan detail kartu cc saya tanpa ...Ulasan LengkapPesan hotel cepat dan harga lebih murah dari yg lain. Tpi ketika masukkan payment via cc, input nomot cc, exp date dan cvv...otomatis langsung. Tanpa ada konfirmasi (biasanya dikirim otp) ke nmr HP saya. Agak bahaya yah... Khawatir kalau ada seorang yg tau nomor kartu dan detail kartu cc saya tanpa spengetahuan sya dpt melakukan transaksi di agoda ini. Krna tdk ada konfirmas ke nmr hp saya berupa send otp. Thats it."
"257","Memang yang termurah 👍. Tapi belum termasuk biaya tambahan (pajak dan lain2). Tp ttp lebih murah di banding yg lain."
"258","CARA NGEBATALIN NYA GIMANA,SAYA DARI JAKARTA KE BANDUNG,NYAMPE HOTEL GA BOLEH YANG BELUM SUAMI ISTRI SEHARUSNYA SEBELUM KASIH TAU,INI SAYA JAM SEGINI DI BANDUNG GAADA SAUDARA,REFUND UANG NYA GMN SAYA BUTUH!!!"
"259","Baiiiiikkkkkkk recomnended"
"260","Sangat bagus dan lebih murah"
"261","Oke"
"262","Sangat transparan"
"263","Kmrn sya udh pesen kmar trus udh terbayar masak tiba2 dibatalkan dan uang blm kembali"
"264","Good apps"
"265","Mantap.. Kalo banyakin promo diskonnya"
"266","Gampang digunakan"
"267","Sangat menyenangkan pesen di Agoda.."
"268","Aplikasi apaan ini,udah dibayar langsung ada notif pesanan dibatalkan secara sepihak, hotelnya dihubungi katanya nggak ada orderan masuk, tolong jangan sampai kalian kecewa ama aplikasi trip abal² kaya gini"
"269","Membantu untuk menemukan hotel yg ramah dompet"
"270","Sy ud pesen kamar dgn sistem byr d hotel,sdh ngikutin panduan sampai slesai,d aplikasi d tulis akan ada konfirmasi Tp sampai skrng koq g ada konfirmasi sama sekali,sy lihat d pesanan jg kosong.sy chat agoda dan hotelpun g ada balasan sama sekali.lihat komen yg bnyk g puasnya,sy takut nanti kena char...Ulasan LengkapSy ud pesen kamar dgn sistem byr d hotel,sdh ngikutin panduan sampai slesai,d aplikasi d tulis akan ada konfirmasi Tp sampai skrng koq g ada konfirmasi sama sekali,sy lihat d pesanan jg kosong.sy chat agoda dan hotelpun g ada balasan sama sekali.lihat komen yg bnyk g puasnya,sy takut nanti kena charge pas ud waktu tgl inapnya, Gimana nih agoda,mhn penjelasannya"
"271","Sangat membantu"
"272","Pemesanan hotel ok"
"273","Saya selalu merasa lebih mantap pesan di Agoda , baik dalam.maupun luar negeri . Tq AGODA . You are the best."
"274","Mudah"
"275","saya sudah transfer. tapi ga ada email konfirmasi pembayaran saya. saya pesan hotel 4 malam. saya ingatkan aja, ya. bisnis kalo tipu2 umurmu ga bakal lama, kita lihat aja berapa lama agoda ini bisa bertahan. saya ga minta hak saya kembali. itu tabungan saya nanti di akherat. kalian akan membayar mah...Ulasan Lengkapsaya sudah transfer. tapi ga ada email konfirmasi pembayaran saya. saya pesan hotel 4 malam. saya ingatkan aja, ya. bisnis kalo tipu2 umurmu ga bakal lama, kita lihat aja berapa lama agoda ini bisa bertahan. saya ga minta hak saya kembali. itu tabungan saya nanti di akherat. kalian akan membayar mahal. saya percaya, hidup itu adil."
"276","Pengen donlod jadi takut, urungkan sajalah.."
"277","Terima Kasih telah memudahkan"
"278","Oke sangat"
"279","Ok"
"280","Ok bgt"
"281","Good"
"282","Bahagia"
"283","Murah"
"284","Mantap"
"285","Mudah dan sangat membantu. Sepertinya ini harga paling murah.."
"286","super murah"
"287","sangat membantu"
"288","Harga yg terbaik dan suana hotel cukup tenang dan fasilitas yg memadai."
"289","Aplikasi jebakan,hati2 kalo pesen penginapan lwt aplikasi ini."
"290","Pemesanan mudah..pilihannya banyak..semoga liburannya menyenangkan.."
"291","Harga lebih murah"
"292","Bagus"
"293","Sangat membantu"
"294","Mantabb"
"295","Pihak Agoda..tlg konfirmasi nya hr ini sy pesan 2 hotel tmpt berbeda & sdh di transf tp knp ada email pemesanan blm diterima pdhl idf sdh ada konfirmasi/bukti pemesanan/transf dr sy...tlg konfirmasi secepat nya...txs"
"296","Top"
"297","Ok bgt."
"298","Aplikasi memuaskan"
"299","Mantap sekali"
"300","Good"
"301","Bagus"
"302","Harga hotel lbh murah. Good aplication."
"303","so much helping me to find best hotel"
"304","Mudah dan ada diskonnya"
"305","Harga tertera belum termasuk pajak"
"306","Bagus"
"307","Cepat respon"
"308","Mantab agoda, booking langsung jadi, ga ribet, murah lg.. trimakasih agoda"
"309","Sangat membantu...Great...Best of The Best..."
"310","Mudah dimengerti dan responsive"
"311","Harga lebih murah...tp setelah proses pembayaran.harga jadi beda pajak belakangan"
"312","Sip murah bagus"
"313","Rekomended"
"314","Cheaper and trusty"
"315","Mantap and ok"
"316","Top...sangat membantu...trima kasih"
"317","Aplikasi mudah digunakan dan selalu 90% menjadi harga yg paling murah diantara penyedia travel lainnya.."
"318","Pemesanan utk hotel cepat dengan harga menarik keluar"
"319","Saya sudah bayar tapi belum ada masuk emailnya, bagaimana ini? Kode pemesanan juga tidak ada, lalu mau login dngn email tidak bisa, ada kesalahan katanya"
"320","Ribet g bisa transfer ATM"
"321","Mantap"
"322","Awalnya ragu pakai Agoda ,eh ternyata pas dicoba harganya lebih murah dari aplikasi sebelah . Dan yg paling aku suka itu bisa bayar belakangan Thxyuu Agoda luvv"
"323","ok"
"324","Saya sudah bayar hotel tapi saya cancel bokingan hotel, dan sudah tlp ke castamer agooda, uang saya tidak kembali.. Bilngnya di kembalikan ke saldo agoda tunai saya tapi di tunggu tunggu ga kembali kembali.. Sangat mengecewakan..."
"325","Best"
"326","Saya pesan hotel saya sudah bayar di indomaret ketika saya tiba d hotel petugas memberitahukan kepada saya bahwa pesanan belum d terima...saya tanya pihak indomaret terkait refund tetapi pihak indomaret biang sudah sukses dan d sarankan untuk menghubungi pihak agoda..tetapi no telp agoda saya telpon...Ulasan LengkapSaya pesan hotel saya sudah bayar di indomaret ketika saya tiba d hotel petugas memberitahukan kepada saya bahwa pesanan belum d terima...saya tanya pihak indomaret terkait refund tetapi pihak indomaret biang sudah sukses dan d sarankan untuk menghubungi pihak agoda..tetapi no telp agoda saya telpon tidak dapat d hubungi...mohon kepada agoda penjelasannya bagaimana saya bisa refund...terimakasih"
"327","Penipu, saya sudah pesan kamar hotel tapi dibatalkan, dan uang tidak masuk otomatis ke saldo, bangsat ini"
"328","Susah pesan nya.. gk smua bisa debit.. yg selalu ada visa... Blum bisa sya pesan menggunakan transfer"
"329","Good price"
"330","Excellence"
"331","Bagus untuk pencari kesenangan dg harga terjangkau.."
"332","Harga paling murah dibanding aplikasi lainnya"
"333","Bagus"
"334","Paling murah pemesanan hotel di agoda😍😍"
"335","Its easy to book with competitive price"
"336","Mantap"
"337","tolong pihak agoda kembalikan uang saya yg sudah saya transfer tapi di batalkan oleh pihak agoda.."
"338","Manttap"
"339","saya hr ini tgl 21 des 2019 pesan dan transfer pembayaran hotel 3 kamar senilai hampir 2 juta. dan kira2 10menit setelahnya terbatalkan semua dongg.. alasannya habis waktu padahal jelas2 masih ada 1 jam lagi. saya harus bolak balik telpon hotel dan tidak ada pesanan sy, serta bolak balik komplain te...Ulasan Lengkapsaya hr ini tgl 21 des 2019 pesan dan transfer pembayaran hotel 3 kamar senilai hampir 2 juta. dan kira2 10menit setelahnya terbatalkan semua dongg.. alasannya habis waktu padahal jelas2 masih ada 1 jam lagi. saya harus bolak balik telpon hotel dan tidak ada pesanan sy, serta bolak balik komplain telpon dan email agoda. betul2 kapokk pesan di agoda.. jadi duit 2x keluar. karena uang dibalikkan maks 7 hari kerja. we'll see"
"340","oke"
"341","Pesanan saya di batalkan sepihakkkk pas saya sudah melakukan pembayaran malah di batalkan . Tolong kembalikan uang saya ......,....., Saya email tidak ada blsannnn"
"342","tampilan aplikasinya yang terbaru membuat saya susah mengakses menu pilihan pencarian hotel karena adanya notifikasi promosi dihalaman depan dan tidak dapat hilang serta menghalangi tombol pencarian. tidak bisa diapa-apain. serta tidak ada kolom promosi saat pembayaran padahal diinfonya saya dapat k...Ulasan Lengkaptampilan aplikasinya yang terbaru membuat saya susah mengakses menu pilihan pencarian hotel karena adanya notifikasi promosi dihalaman depan dan tidak dapat hilang serta menghalangi tombol pencarian. tidak bisa diapa-apain. serta tidak ada kolom promosi saat pembayaran padahal diinfonya saya dapat kupon promosi."
"343","Gampang banget pakenya udh gitu bisa pesen duluan jadinya murah dan dapet kamar yg kita mau udh gitu pas chek in gampang"
"344","very good"
"345","Good"
"346","Good"
"347","Memudahkan"
"348","Ok"
"349","Mudah pengoperasian aplikasinya"
"350","Ok, mantaps"
"351","Ok"
"352","Good"
"353","Mantap"
"354","JANGAN PAKAI APLIKASI INI. Aplikasi PENIPU DAN MAKAN UANG HARAAAAAAAMMMMMMM. awalnya penempatan tanggalnya yg error, pas di pihak hotel tgglnya beda seminggu, kita mnta di pindahin tgl gak bsa dan uang kita tdak bisa di kembalikan 1 RUPIAHHHHHH SEKALIPUN dan kita tdak pakai properti hotelnya. MUDAH2...Ulasan LengkapJANGAN PAKAI APLIKASI INI. Aplikasi PENIPU DAN MAKAN UANG HARAAAAAAAMMMMMMM. awalnya penempatan tanggalnya yg error, pas di pihak hotel tgglnya beda seminggu, kita mnta di pindahin tgl gak bsa dan uang kita tdak bisa di kembalikan 1 RUPIAHHHHHH SEKALIPUN dan kita tdak pakai properti hotelnya. MUDAH2AN APLIKASI INI CEPAT DI BLOKIR."
"355","Mantul"
"356","Nice"
"357","Sangat membantu"
"358","Parah banget kemarin saya udah bayar di idm, sampe hotel ditolak mentah², disuruh ke idm nanya emang udah sukss apa belum, saya harus bolak balik ke hotel dan ke idm, ter nyata di idm juga udah sukses,saya di beri bukti kalo emang pembayaran nya udah sukses, di suruh ke hotel lagi tiba2 nyampek hote...Ulasan LengkapParah banget kemarin saya udah bayar di idm, sampe hotel ditolak mentah², disuruh ke idm nanya emang udah sukss apa belum, saya harus bolak balik ke hotel dan ke idm, ter nyata di idm juga udah sukses,saya di beri bukti kalo emang pembayaran nya udah sukses, di suruh ke hotel lagi tiba2 nyampek hotel waktu debat sama petugas lngsng di batalin sma agoda bikin malu aja, sya harus gmna, no yg tertera di agodapun gak bsa di hubungi,uang saya perginya kmana klo gk lari ke pihak agoda? Tolng bantuanya"
"359","Good"
"360","Cepaat ..murah"
"361","Terimakasih"
"362","Keren bisa semurah itu hotel bintang 4"
"363","ok bgt"
"364","Aplikasi mudah dan friendly Agoda ia the best"
"365","Siip Bro"
"366","Sgt membantu"
"367","Good aplikasi"
"368","Peluang mendapatkan penginapan yang diinginkan lebih besar daripada aplikasi sejenis lainnya."
"369","Harga fantastik"
"370","Josssss Gandossssss"
"371","Bagaiman ni kmrin saya bookibg hotel sudah saya transfer di aplikasi ternyata membatalkan sendiri. dan uang nya belum kembali jugaa. Tolooongg udh saya hubungin ke pihak yg ada di aplikasi juga gak ada yg bisa di hubungin. Saya transfer pakai kartu debit"
"372","Sangat kecewa dengan aplikasi ini. Saya sudah booking hotel tapi ternyata saat sampai hotel pesanan saya tidak ada, saya terpaksa harus pesan manual. Cs pun tidak bisa dihubungi sama sekali, uang minta direfund pun tidak bisa. Penipuan ini aplikasi, bnrbnr bikin kapok orang buat download"
"373","Sangat memuas kan"
"374","sangat istimewa ..denfan agoda kita bisa mendapat hotel yg bagus dengn hrg yg istimewa"
"375","Harga paling cocok dikantong saya"
"376","You Spesial"
"377","Aplikasinya mudah, harganya ok."
"378","Sangat memuaskan"
"379","Mudah pesannya dan lebih murah"
"380","Proses cepat tanpa ribet recomended"
"381","Bagus👍"
"382","Proses mudah dan Cepat. Semoga tdk mengecewakan...🙏🏽"
"383","Nice"
"384","Good"
"385","Cepet proses a"
"386","Banyak promo dan info jelas"
"387","Ok"
"388","Pesan hotel di agoda murah senang sekali"
"389","Aplikasi Agoda sangat rekomended untuk efisiensi biaya"
"390","Agoda is the best"
"391","Mudah digunakan dan banyak diskon"
"392","ok"
"393","Baik"
"394","Gak profesional"
"395","Sangat bagus"
"396","Semoga lebih baik lg ke depan nyaa.. Terimakasih sudah mau bertanggung jawab atas kelalaian nya"
"397","Pengalaman pesan lewat agoda, dapat kamarnya jelek"
"398","Lots discount, nice and easy 👍👍👍"
"399","Tambah discounnya"
"400","Aplikasi apa ini, giliran mau pesan kamar, susah mau masukin area wilayah, dicoba berkali-kali gak bisa...."
"401","Top"
"402","Murah dan bisa byar d tempat"
"403","Baik"
"404","menyenangkan banyak diskon .."
"405","Mantap"
"406","Maksudnya apa ini saya udah tf udah ada bukti pembayaran nya juga,lalu saya ke hotel malah hotelnya udah penuh gak dapet kamar nyoba hub pihak agodanya gak ada yg bisa lalu bagaimana pihak agodanya gak bertanggung jawab uangpun hangus sudah"
"407","Good"
"408","Megi"
"409","Mau download tapi lihat komentar banyak komentar negatif jadi ga jadi.🤣🤣"
"410","Terbaikkkk"
"411","Gabisa upload foto utk menyewakan properti"
"412","Liat review2nya jadi males pesen di sini wkwkwk"
"413","Semoga harga bisa leboh murah"
"414","Bagus"
"415","Tolong saya minta nomer customer service yg bisa dihubungi"
"416","Layanan yang bagus"
"417","Josss"
"418","Test dulu"
"419","Aplikasi penipu. Uang saya lenyap padahal saya udah booking kamar tibatiba dicancel"
"420","Keren murah"
"421","Mantap"
"422","Good"
"423","harga bagus, info lengkap, proses mudah"
"424","Sangat membantu"
"425","Makasih untuk pihak villa Dan agoda. Masalah Saya bisa di selesaikan. Awal nya salah tanggal,uang sudah di transfer. Dari pihak villa yg tadi nya gak bisa refunds. Akhir'y bisa juga di kembali kan. Yg punya bermasalah dengan agoda,tetap bersabar Dan terus hubungi chat agoda Dan pihak hotel atau vill...Ulasan LengkapMakasih untuk pihak villa Dan agoda. Masalah Saya bisa di selesaikan. Awal nya salah tanggal,uang sudah di transfer. Dari pihak villa yg tadi nya gak bisa refunds. Akhir'y bisa juga di kembali kan. Yg punya bermasalah dengan agoda,tetap bersabar Dan terus hubungi chat agoda Dan pihak hotel atau villa. Untuk agoda mohon perbaiki lagi kekurangan'y. - Supaya lebih banyak konsumen'y. - Agar para konsumen tidak Ada yg kecewa"
"426","Skrg sih saya merasa puas ...."
"427","Ok"
"428","Mantap..."
"429","Ok"
"430","Aplikasi ini sungguh sangat MENGECEWAKAN pdhl saya udah bayar di indomaret tapi pas masuk hotel malah ditolak katanya ada PEMBATALAN sepihak dari AGODA...tolong utk lbh diperhatikan pelanggannya."
"431","Keren banget"
"432","Puas banget ,, makasih agoda 👍🖒"
"433","good"
"434","Pesanan dibatalkan oleh Agoda, dana yang sudah ditranfer belum kembali. Oleh pihak Agoda malah disuruh tunggu 15 hari kerja. Ga ada pikiran ente!!!"
"435","Harganya boleh diadu"
"436","Memuaskan"
"437","Bagus"
"438","Bagus"
"439","Sangat kecewa ,kondisi hujan udah malam udah nymp depan hotel&udah membayar di Indomaret tapi sampai dihotel pesanan di cancel 1 pihak tolong pertanggungjawaban nya kmblikan uang saya"
"440","sangat bagus"
"441","Puas pesan penginapan melalui agoda... dapat harga murah dan representatif"
"442","Top bgt"
"443","Fitur sudah semakin bagus"
"444","Lebih cepat bertransaksi"
"445","Pembayaran nya ribet, tidak ada m banking BCA. Susah jadi, tolong ditingkatkan lagi untuk metode pembayaran nya."
"446","Pengalaman pertama booking hotel di Agoda. Setelah bayar booking via Indomaret, 10 mnt kemudian pesanan dibatalkan. Dan saya udah terlanjur nyampe hotel yg dituju tp ternyata zonk karena pihak hotel tidak mendapat pemberitahuan dari Agoda jg. Parah, payah. Mending pake Traveloka kemana-mana."
"447","Keren banget..."
"448","Bagus banyak diskon hotel"
"449","Sipppp"
"450","Memudahkan"
"451","ok"
"452","ok"
"453","Mantabbb gang sangat membantu"
"454","mantap"
"455","Update nmr 1"
"456","Hujan dingin becek eww laper uhuy diskon lagi dong 😁"
"457","Ok"
"458","Mudah & murah"
"459","Bagus"
"460","Mantap banyak diskon cuuyyy"
"461","Ah. Setelah baca. Baca. Bnyak yang. Gk jelas... Maaf un install"
